"Aggregated: Adapter Connections","Aggregated: Asset Name","Aggregated: Host Name","Aggregated: Last Seen","Aggregated: Network Interfaces: MAC","Aggregated: Network Interfaces: IPs","Aggregated: OS: Type","Aggregated: Tags"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VY5423D13ALMXCO","VY5423D13ALMXCO","2025-03-13 05:02:06","AC:E2:D3:9C:EE:AB","10.188.131.105","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP01092F08ALMXC","VP01092F08ALMXC","2025-03-13 05:41:55","90:2E:16:70:98:7B","10.188.85.181","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPJ1094306ALMXC","VPJ1094306ALMXC","2025-03-13 06:01:25","90:2E:16:70:99:33","10.188.62.236","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP01093D08ALMXC","VP01093D08ALMXC","2025-03-13 05:51:44","90:2E:16:73:F4:CB","10.188.82.121","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC13803ADMXCO","XOC13803ADMXCO","2025-03-13 06:02:29","D8:BB:C1:7F:DA:6F","10.188.35.15","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEAED6508ADMXCO","VEAED6508ADMXCO","2025-03-13 06:06:40","D8:BB:C1:7F:DA:C9","10.188.87.34","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK79306ALMXCO","VPK79306ALMXCO","2025-03-13 04:59:13","84:A9:38:39:44:74","10.188.48.65","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VC410F4714ALMXC","VC410F4714ALMXC","2025-03-12 23:36:00","D4:D2:52:B3:09:E8","10.188.222.25","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF8C2BA09ADMXCO","VF8C2BA09ADMXCO","2025-03-13 06:10:30","6C:4B:90:BA:3E:91","10.188.92.81","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFQ10EFE09ADMXC","VFQ10EFE09ADMXC","2025-03-13 06:01:51","D8:BB:C1:80:0E:FA","10.188.111.163","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI65A0201ALMXCO","VI65A0201ALMXCO","2025-03-13 06:04:25","84:A9:38:39:3A:96","10.188.82.75","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF2G03508XLMXCO","VF2G03508XLMXCO","2025-03-12 23:25:17","B8:EE:65:4C:5C:BE","10.188.222.149","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VSC10D4E05ALMXC","VSC10D4E05ALMXC","2025-03-13 06:01:19","84:A9:38:39:34:A8","10.188.51.92","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKFE4506ADMXCO","VPKFE4506ADMXCO","2025-03-13 04:59:58","04:7C:16:9E:B6:4D","10.188.48.116","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNTA6D307ALMXCO","VNTA6D307ALMXCO","2025-03-13 06:01:40","84:A9:38:39:32:DE","10.188.75.175","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEX87A911ALMXCO","VEX87A911ALMXCO","2025-03-13 06:11:33","84:A9:38:39:46:68","10.188.111.29","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEX4C1A11ALMXCO","VEX4C1A11ALMXCO","2025-03-13 02:41:40","84:A9:38:39:35:90","10.188.117.138","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF510DB509ADMXC","VF510DB509ADMXC","2025-03-13 06:01:45","D8:BB:C1:80:0F:34","10.188.91.133","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOFA54B05ALMXCO","XOFA54B05ALMXCO","2025-03-13 03:02:53","90:2E:16:66:EA:BA","10.188.52.219","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VYD764013ALMXCO","VYD764013ALMXCO","2025-03-13 06:01:40","E8:6A:64:FC:84:77
00:15:5D:29:5B:13","10.188.131.161
172.20.208.1","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VER56CC05ALMXCO","VER56CC05ALMXCO","2025-03-13 03:01:01","98:FA:9B:BD:22:17","10.188.52.163","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI91027E01ADMXC","VI91027E01ADMXC","2025-03-13 06:00:06","00:D8:61:62:56:CA","10.188.82.163","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XGO798511ALMXCO","XGO798511ALMXCO","2025-03-13 06:00:51","84:A9:38:39:48:44","10.188.111.112","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOQAF3810ADMXCO","XOQAF3810ADMXCO","2025-03-13 06:01:47","E0:BE:03:1E:0C:56","10.188.101.94","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFQ10F5009ADMXC","VFQ10F5009ADMXC","2025-03-13 01:07:19","D8:BB:C1:80:12:75","10.188.111.167","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","X91098311ALMXCO","X91098311ALMXCO","2025-03-13 02:35:18","80:38:FB:3E:75:9C","10.188.220.244","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VC21OEFC14ALMXC","VC21OEFC14ALMXC","2025-03-13 02:49:36","A0:51:0B:41:69:E6","10.188.217.191","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF5F04509ADMXCO","VF5F04509ADMXCO","2025-03-13 05:50:49","D8:BB:C1:7F:63:C1","10.188.91.173","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP01092906ADMXC","VP01092906ADMXC","2025-03-13 06:00:42","EC:B1:D7:2C:D2:05","10.188.132.26","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOA10EB011ADMXC","XOA10EB011ADMXC","2025-03-13 06:01:34","D8:BB:C1:7F:CE:9A","10.188.111.161","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOQ101C4S4ADMXC","XOQ101C4S4ADMXC","2025-03-13 06:00:31","8C:DC:D4:2B:49:39","10.188.200.28","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOK41DA06ALMXCO","XOK41DA06ALMXCO","2025-03-13 06:01:07","84:A9:38:39:39:2C","10.188.61.53","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI64DA608ADMXCO","VI64DA608ADMXCO","2025-03-13 06:00:56","D8:BB:C1:7F:DA:F8","10.188.87.51","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF210ECA8ADMXCO","VF210ECA8ADMXCO","2025-03-13 06:02:19","18:60:24:EE:4F:9A","10.188.89.73","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOF10FE805ALMXC","XOF10FE805ALMXC","2025-03-13 06:02:50","84:A9:38:39:39:02
80:38:FB:53:93:FF","10.188.51.115
10.253.117.156","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOM12A710ALMXCO","XOM12A710ALMXCO","2025-03-13 01:37:33","70:9C:D1:B0:74:35","10.188.221.185","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON10C2E10ADMXC","XON10C2E10ADMXC","2025-03-13 06:03:38","D8:BB:C1:7F:D0:90","10.188.101.93","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNR10D5F07ADCOM","VNR10D5F07ADCOM","2025-03-13 02:37:54","00:4E:01:A6:97:35","10.188.71.140","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOM10FC810ALMXC","XOM10FC810ALMXC","2025-03-13 01:19:33","E4:5E:37:15:60:99","10.188.220.219","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNR10D7807ADMXC","VNR10D7807ADMXC","2025-03-13 06:07:16","00:4E:01:A6:92:03","10.188.75.133","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK961006ADMXC0","VPK961006ADMXC0","2025-03-13 06:10:02","E0:BE:03:4D:D5:69","10.188.48.133","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VYD10FBC13ADMXC","VYD10FBC13ADMXC","2025-03-13 06:02:51","18:60:24:EE:50:4B
00:15:5D:E5:8B:4C","10.188.132.36
172.27.176.1","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI50A7A08ADMXCO","VI50A7A08ADMXCO","2025-03-12 17:13:47","00:D8:61:62:55:95","10.188.131.101","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF510FAF09ADMXC","VF510FAF09ADMXC","2025-03-13 06:00:24","8C:DC:D4:2B:49:41","10.188.91.124","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP210F9E06ALMXC","VP210F9E06ALMXC","2025-03-13 06:04:30","B0:5A:DA:3B:0A:DE","10.188.62.212","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP01094906ALMXC","VP01094906ALMXC","2025-03-13 06:02:36","90:2E:16:70:92:59","10.188.65.21","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPD10F8C08ADMXC","VPD10F8C08ADMXC","2025-03-13 06:04:31","8C:DC:D4:48:79:24","10.188.85.48","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKBEFB06ADMXCO","VPKBEFB06ADMXCO","2025-03-13 06:03:48","D8:BB:C1:7F:63:CA","10.188.48.8","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDD8EF805MXCO","VDD8EF805MXCO","2025-03-12 23:26:59","EC:8E:B5:75:C8:1A","10.188.51.23
10.188.52.236","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK1066E06ALMXC","VPK1066E06ALMXC","2025-03-13 04:47:09","84:A9:38:39:32:8E","10.188.48.110","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF5X96I09XDMXCO","VF5X96I09XDMXCO","2025-03-13 01:42:22","08:92:04:DC:C7:6D","10.188.91.52","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOMAE8C10ALMXCO","XOMAE8C10ALMXCO","2025-03-13 06:05:11","80:38:FB:54:44:99","10.188.218.216","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF5X96H09XLMXCO","VF5X96H09XLMXCO","2025-03-13 03:05:26","08:92:04:30:72:E4
C8:CB:9E:0B:A0:DB","10.188.92.107
10.253.32.102","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XCN10F0311ALMXC","XCN10F0311ALMXC","2025-03-12 02:40:41","80:38:FB:3E:75:1F","10.188.218.121","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VRPDE0214ALMXCO","VRPDE0214ALMXCO","2025-03-13 00:42:43","98:FA:9B:0F:5A:B4","10.188.141.144","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFOF63906ALMXCO","VFOF63906ALMXCO","2025-03-13 06:00:38","70:9C:D1:B3:C7:93
8C:8C:AA:BC:7E:F7","10.188.216.178
10.188.62.52","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCCB35714ALMXCO","VCCB35714ALMXCO","2025-03-13 06:06:50","D4:E9:8A:6D:A0:7E","10.188.223.127","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOT10F3F10ALMXC","XOT10F3F10ALMXC","2025-03-13 02:57:57","80:38:FB:3F:34:8C","10.188.222.191","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VK47F6115ALMXC0","VK47F6115ALMXC0","2025-03-13 06:02:46","84:A9:38:39:46:74","10.188.151.66","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOEFE1611ADMX","XOEFE1611ADMX","2025-03-13 06:02:46","D8:BB:C1:80:0F:4F","10.188.115.33","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDD12FA07ADMXCO","VDD12FA07ADMXCO","2025-03-13 01:46:19","E0:BE:03:1E:0D:24","10.188.72.164","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VN71104507ALMXC","VN71104507ALMXC","2025-03-13 06:11:12","98:FA:9B:49:5E:B2","10.188.71.71","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VK0367715ADMXC0","VK0367715ADMXC0","2025-03-13 04:56:00","8C:DC:D4:53:CF:16","10.188.152.191","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO1FEB011ADMXCO","XO1FEB011ADMXCO","2025-03-13 03:31:00","D8:BB:C1:7F:CE:61","10.188.117.82","Windows",""
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter","VY82B1313ALMXCO","VY82B1313ALMXCO","2025-03-13 06:04:49","80:38:FB:53:95:E4
84:A9:38:39:35:8E","10.188.131.23
10.188.219.35","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDF858209ADMXCO","VDF858209ADMXCO","2025-03-13 06:01:25","D8:BB:C1:7F:6B:83","10.188.92.30","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS110FF809DMXCO","VS110FF809DMXCO","2025-03-13 06:02:16","A0:48:1C:AC:97:AF","10.188.95.150","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC25C303ALMXCO","XOC25C303ALMXCO","2025-03-13 00:36:52","6C:24:08:AF:8C:61","10.188.156.208","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI910ED908ADMXC","VI910ED908ADMXC","2025-03-13 06:02:32","00:D8:61:62:54:6B","10.188.89.76","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","X922BE710ALMXCO","X922BE710ALMXCO","2025-03-13 00:43:39","20:C1:9B:BE:65:EF","10.188.223.18","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOD84B110ADMXCO","XOD84B110ADMXCO","2025-03-13 02:23:56","E0:BE:03:1E:16:63","10.188.107.98","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP01094D06ALMXC","VP01094D06ALMXC","2025-03-13 05:54:55","90:2E:16:70:A1:CF
00:50:56:C0:00:01
00:50:56:C0:00:08","10.188.61.46
10.188.223.63
192.168.159.1
192.168.226.1","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF94CBE01ALMXCO","VF94CBE01ALMXCO","2025-03-13 06:01:45","60:A5:E2:E4:6F:AB
0A:00:27:00:00:11","10.188.222.65
192.168.1.74
192.168.56.1","Windows","IXTLAHUACA"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOX255A10ALMXC0","XOX255A10ALMXC0","2025-03-13 01:49:07","20:C1:9B:BE:65:E0","10.188.218.141","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","X92960F10ALMXC0","X92960F10ALMXC0","2025-03-13 01:08:05","20:C1:9B:BE:7C:83","10.188.215.49
10.188.208.115","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOCF6E703ADMXCO","XOCF6E703ADMXCO","2025-03-13 06:02:27","D8:BB:C1:80:0E:E9","10.188.32.47","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPS108313ADMXCO","VPS108313ADMXCO","2025-03-13 06:02:41","8C:DC:D4:4B:32:D9","10.188.131.55","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VC4EF9014ALMXC0","VC4EF9014ALMXC0","2025-03-13 06:05:39","80:38:FB:53:52:0A","10.188.217.21","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOS2F9D10ALMXC0","XOS2F9D10ALMXC0","2025-03-13 02:05:55","20:C1:9B:BC:CD:FC","10.55.216.67
10.188.216.153","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPDB9CF08ALMXCO","VPDB9CF08ALMXCO","2025-03-13 06:05:26","6C:24:08:AF:92:67","10.188.85.249","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOF928405ALMXCO","XOF928405ALMXCO","2025-03-13 06:07:47","6C:24:08:A1:44:D4","10.188.51.143","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VTQ248C14ALMXC0","VTQ248C14ALMXC0","2025-03-12 23:29:59","08:71:90:A0:F3:2F
98:FA:9B:BD:21:ED","10.188.210.47
10.188.142.187","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCB10DB48ALMXCO","VCB10DB48ALMXCO","2025-03-13 06:00:43","00:D8:61:6C:67:F2","10.188.82.33","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOP231305ALMXCO","XOP231305ALMXCO","2025-03-13 06:04:37","84:A9:38:39:48:1E","10.188.238.29","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK520C06ALMXC0","VPK520C06ALMXC0","2025-03-13 06:05:29","6C:24:08:A1:45:78","10.188.48.177","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","X935EC010ALMXC0","X935EC010ALMXC0","2025-03-12 02:17:17","20:C1:9B:BE:7C:AB","10.188.223.163","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNF251B07ALMXCO","VNF251B07ALMXCO","2025-03-13 06:02:25","84:A9:38:39:46:BA","10.188.52.175","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH5BCF204ADMXCO","VH5BCF204ADMXCO","2025-03-13 06:03:05","E0:BE:03:1E:16:88","10.188.41.11","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS222CA09ADMXC0","VS222CA09ADMXC0","2025-03-13 06:02:21","8C:DC:D4:4B:31:87","10.188.92.21","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOV2AED10ALMXCO","XOV2AED10ALMXCO","2025-03-13 06:05:13","D4:E9:8A:6E:E6:C8","10.188.216.235","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOCD55003ADMXCO","XOCD55003ADMXCO","2025-03-13 06:05:47","00:D8:61:B2:71:7F","10.188.31.194","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK972C06ASMXCO","VPK972C06ASMXCO","2025-03-13 06:01:41","D8:BB:C1:7F:CF:C4","10.188.48.69","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCL65D014ALMXCO","VCL65D014ALMXCO","2025-03-13 02:33:13","D4:D2:52:AE:5E:ED","10.188.218.249","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK275006ADMXCO","VPK275006ADMXCO","2025-03-13 06:03:19","D8:BB:C1:7A:9E:A3","10.188.62.225","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC13BF03ADMXC0","XOC13BF03ADMXC0","2025-03-13 05:59:18","00:D8:61:6C:68:C4","10.188.31.174","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO090A207ALMXCO","XO090A207ALMXCO","2025-03-13 06:01:21","84:A9:38:39:38:F8","10.188.72.65","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VY1320113ALMXC0","VY1320113ALMXC0","2025-03-12 19:30:09","48:89:E7:31:0B:0A","10.188.216.132","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOM296110ALMXCO","XOM296110ALMXCO","2025-03-13 02:26:43","C8:D9:D2:DF:50:CB","10.188.107.48","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIE10A6B08ADMXC","VIE10A6B08ADMXC","2025-03-13 06:03:18","D8:BB:C1:7F:CF:BF","10.188.82.254","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC810203ADMXCO","XOC810203ADMXCO","2025-03-13 06:02:14","6C:4B:90:DE:D3:4B","10.188.31.27","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC189003ADMXCO","XOC189003ADMXCO","2025-03-13 06:06:14","D8:BB:C1:7F:D6:F3","10.188.32.131","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP0111A006ADMXC","VP0111A006ADMXC","2025-03-13 06:09:57","D8:BB:C1:EE:37:A6","10.188.61.60","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEAFC9210ADMXCO","VEAFC9210ADMXCO","2025-03-13 06:03:42","DC:4A:3E:9B:1A:8E","10.188.82.65","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF21117708ALMXC","VF21117708ALMXC","2025-03-13 06:02:00","10:62:E5:59:EA:22","10.188.82.111","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XDO039611ALMXCO","XDO039611ALMXCO","2025-03-13 02:12:42","28:7F:CF:B2:B1:CD","10.188.217.142","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO0B81F07ALMXCO","XO0B81F07ALMXCO","2025-03-13 04:09:10","84:A9:38:39:34:D4","10.188.75.11","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XCNF03C11ALMXCO","XCNF03C11ALMXCO","2025-03-13 04:57:11","D0:3C:1F:15:6D:69","10.188.218.170","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOE1104611ADMXC","XOE1104611ADMXC","2025-03-13 06:05:05","D8:BB:C1:80:12:69","10.188.111.85","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDC215014ALMXCO","VDC215014ALMXCO","2025-03-13 00:07:02","80:38:FB:3F:25:AA","10.188.224.247","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC123103ALMXC0","XOC123103ALMXC0","2025-03-13 02:44:11","E8:6A:64:FC:88:01","10.188.31.94","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VK0CF8315ADMXCO","VK0CF8315ADMXCO","2025-03-13 06:02:09","D8:BB:C1:80:10:53","10.188.155.118","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VK0679B15ADMXCO","VK0679B15ADMXCO","2025-03-13 06:04:43","D8:BB:C1:7A:9E:8E","10.188.151.23","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","VPKDFA106ALMXCO","VPKDFA106ALMXCO","2025-03-13 06:11:06","84:A9:38:39:34:1A
28:80:23:D6:52:69","10.188.48.244
10.188.48.85","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDPG01N04ADMXCO","VDPG01N04ADMXCO","2025-03-12 23:51:10","A0:D3:C1:26:91:3F","10.188.241.45","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDPG01W04ADMXCO","VDPG01W04ADMXCO","2025-03-13 00:55:44","A0:D3:C1:1B:F6:0D","10.188.241.23","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VVAE36C14ALMXCO","VVAE36C14ALMXCO","2025-03-13 06:04:03","F4:39:09:D6:62:B1","10.188.141.141","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VN44B5807ALMXCO","VN44B5807ALMXCO","2025-03-13 06:02:03","84:A9:38:39:39:34","10.188.71.56","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","VPK1066F06ALMXC","VPK1066F06ALMXC","2025-03-13 06:11:53","60:A5:E2:E3:E2:FC
70:5A:0F:82:6C:41","10.188.204.167
10.188.205.70
10.188.48.87","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","RECEPCION6PBMCO","RECEPCION6PBMCO","2025-03-13 06:02:48","EC:8E:B5:75:CD:AA","10.188.200.71","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","RECEPCION7PBMCO","RECEPCION7PBMCO","2025-03-13 06:01:55","EC:8E:B5:75:CB:CB","10.188.31.59","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI44EFC07ALMXCO","VI44EFC07ALMXCO","2025-03-13 00:25:50","F4:39:09:84:FB:4B","10.188.72.144","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOB6E8B10ADMXCO","XOB6E8B10ADMXCO","2025-03-13 06:05:24","D8:BB:C1:EA:DA:47","10.188.107.43","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP01092806ALMXC","VP01092806ALMXC","2025-03-13 06:02:24","8C:8C:AA:BC:8C:D1","10.188.175.210","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOB834E10ADMXCO","XOB834E10ADMXCO","2025-03-13 06:04:54","D8:BB:C1:EA:DA:6C","10.188.101.145","Windows",""
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOBD4CF10ADMXCO","XOBD4CF10ADMXCO","2025-03-13 06:04:32","D8:BB:C1:EA:D6:5A","10.188.107.46","Windows",""
